656,brad-holland-1,1993,0.000076
657,dereck-whittenburg-1,2000,0.000076
658,joe-cravens-1,1990,0.000076
659,ron-hunter-1,1999,0.000076
660,kerry-rupp-1,2004,0.000076
661,jimmy-collins-1,1997,0.000076
662,tim-welsh-1,1996,0.000076
663,mike-gillespie-1,2002,0.000076
664,jessie-evans-1,1998,0.000076
665,steve-hawkins-1,2004,0.000076
666,steve-cleveland-1,1998,0.000076
667,tim-carter-1,1996,0.000076
668,randy-dunton-1,1998,0.000076
669,joe-scott-2,2001,0.000076
670,kirk-speraw-1,1994,0.000076
671,tim-oshea-1,2002,0.000076
672,ritchie-mckay-1,1999,0.000076
673,tom-green-1,1984,0.000076
674,doc-sadler-1,2005,0.000076
675,greg-jackson-1,2001,0.000076
676,robert-lee-1,2005,0.000076
677,jeff-bzdelik-1,1987,0.000076
678,dave-calloway-1,1998,0.000076
679,jeff-ruland-1,1999,0.000076
680,rob-spivery-1,1997,0.000076
681,randy-rahe-1,2007,0.000076
682,joe-mihalich-1,1999,0.000076
683,glen-miller-1,2000,0.000076
684,larry-reynolds-1,1996,0.000076
685,howie-dickenman-1,1997,0.000076
686,tevester-anderson-1,1999,0.000076
687,reggie-theus-1,2006,0.000076
688,jeff-neubauer-1,2006,0.000076
689,dennis-felton-1,1999,0.000076
690,keno-davis-1,2008,0.000076
691,james-green-1,1997,0.000076
692,dave-loos-1,1991,0.000076
693,scott-sutton-1,2000,0.000076
694,scott-cross-1,2007,0.000076
695,randy-monroe-1,2005,0.000076
696,bob-burton-1,2004,0.000076
697,jim-christian-1,2003,0.000076
698,greg-graham-2,2003,0.000076
699,randy-peele-1,1996,0.000076
700,dan-dakich-1,1998,0.000076
701,milan-brown-1,2004,0.000076
702,bobby-braswell-1,1997,0.000076
703,john-shulman-1,2005,0.000076
704,danny-kaspar-1,2001,0.000076
705,brad-greenberg-1,2008,0.000076
706,saul-phillips-1,2009,0.000076
707,jim-boylen-1,2008,0.000076
708,kevin-broadus-1,2008,0.000076
709,ken-bone-1,2006,0.000076
710,johnny-jones-2,2000,0.000076
711,tony-barbee-1,2007,0.000076
712,mike-lonergan-1,2006,0.000076
713,mike-rice-2,2008,0.000076
714,bob-marlin-1,1999,0.000076
715,george-ivory-1,2009,0.000076
716,todd-bozeman-1,1993,0.000076
717,oliver-purnell-1,1989,0.000076
718,murry-bartow-1,1997,0.000076
719,bj-hill-1,2011,0.000076
720,ed-dechellis-1,1997,0.000076
721,greg-kampe-1,2000,0.000076
722,edward-joyner-1,2010,0.000076
723,john-dunne-1,2007,0.000076
724,donnie-tyndall-1,2007,0.000076
725,patrick-chambers-2,2010,0.000076
726,bob-williams-1,1999,0.000076
727,mike-young-1,2003,0.000076
728,greg-lansing-1,2011,0.000076
729,sydney-johnson-1,2008,0.000076
730,brad-brownell-1,2003,0.000076
731,brooks-thompson-1,2007,0.000076
732,tim-miles-1,2008,0.000076
733,jim-ferry-1,2003,0.000076
734,ray-mccallum-1,1994,0.000076
